BOR;AN;FI;RS;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;SITOT;12;4380;892;;;3887;;;;;;;;;;;;;;;;;;;;;
REA;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;SIUNV;4;1460;354;;;1507;;;;5;1;5.6;;;;;;;;;;;;;;;
REA;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;SURVADU;4;1460;131;;;405;;;;9;4;10.9;;1;0.1;;18;7.28;;15;3.62;;;;;1;0.25
REA;2021;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;880007059;USIC;8;2920;538;;;2380;;;;3;1;3.6;;;;;;;;;;;;;;;
REA;2021;880000047;CENTRE HOSPITALIER DE SAINT-DIE;880780077;SURVADU;8;2964;712;;;2057;;;;8;;1.2;13;;12.67;;;;6;;6.67;;;;;;
REA;2021;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;SURVADU;8;2920;546;;;2062;;;;3;1;0.7;6;1;6.8;3;4;4.9;;10;2.5;;;;;7;1.88
REA;2021;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;SURVADU;6;2261;346;;;1964;;;;;4;0.3;;;;8;4;10.29;0;4;2;;;;;4;0.54
REA;2021;880788591;POLYCLINIQUE LA LIGNE BLEUE;880780150;SURVADU;16;5856;704;;;4797;;;;8;;;;;;15;;17.4;2;;2;;;;;;
REA;2021;890000169;CLINIQUE PAUL PICQUET SENS;890000151;SURVADU;5;1825;145;;;646;;;;6;;1.25;;;;2;1;2.75;;;;;;;;;
REA;2021;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;SURVADU;6;2190;307;;;1115;;;;6;0;6;0;1;0.13;3;2;4.07;4;1;4.4;0;0;0;0;3;1.6
REA;2021;890975527;CH AUXERRE;890000037;REAADU;10;3650;316;322;17;3526;31;48;30;6;1;2.34;1;;1;26;5;30.29;19;2;20.72;;;;3;1;3.86
REA;2021;890975527;CH AUXERRE;890000037;SITOT;8;2920;972;;;2061;;;;;;;;;;;;;;;;;;;;;
REA;2021;890975527;CH AUXERRE;890000037;SURVADU;4;1460;80;;;469;;;;6;0;0.41;;;;3;1;3.8;;;;;;;;;
REA;2021;890975527;CH AUXERRE;890000037;USIC;8;2920;972;;;2061;;;;7;1;1.11;1;;1;3;;3;2;;2;;;;1;;1
REA;2021;890975535;CH AVALLON;890000409;SURVADU;4;1460;435;;;517;;;;;8;0.55;;;;;15;3.66;;7;2.38;;;;;1;0.25
REA;2021;890975543;CH JOIGNY;890000417;SURVADU;5;1825;255;;;1388;;;;;;;;;;;;;;;;;;;;;
REA;2021;890975550;CH SENS;890970569;REAADU;8;2920;301;305;6;3556;17;37;52;9;;6.59;1;;0.75;18;2;19.18;12;1;13.63;;;;1;2;4.44
REA;2021;890975550;CH SENS;890970569;SITOT;6;2190;296;;;1630;;;;;;;;;;;;;;;;;;;;;
REA;2021;890975550;CH SENS;890970569;SURVADU;4;1460;69;;;276;;;;;;;;;0.25;7;;7;3;;3;;;;1;1;2.75
REA;2021;890975550;CH SENS;890970569;USIC;6;2190;296;;;1630;;;;4;;1.65;;;;7;;6.47;3;;3.58;;;;1;;1.03
REA;2021;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;SURVADU;4;1460;594;;;1209;;;;2;3;3.7;;1;0.4;4;;4;4;1;4.8;;;;;;
REA;2021;900000035;HOPITAL PRIVE DE LA MIOTTE;900003880;SURVADU;4;1460;88;;;304;;;;;;;;;;;;;;;;;;;;;
REA;2021;900003039;HNFC SITE TREVENANS;900000365;REAADU;23;8999;907;957;57;7006;2;52;117;0;11;6.49;3;0;3;43;23;65.56;28;4;33.8;;;;0;2;0.64
REA;2021;900003039;HNFC SITE TREVENANS;900000365;SITOT;20;7300;1847;;;6063;;;;;;;;;;;;;;;;;;;;;
REA;2021;900003039;HNFC SITE TREVENANS;900000365;SIUNV;4;1460;446;;;1352;;;;4;1;4.82;;;;;;;;;;;;;;;
REA;2021;900003039;HNFC SITE TREVENANS;900000365;SURVADU;10;3705;674;;;2665;;;;0;8;1.8;;;;;;;;;;;;;;;
REA;2021;900003039;HNFC SITE TREVENANS;900000365;USIC;16;5840;1401;;;4711;;;;0;1;0.3;;;1;21;9;27.03;15;4;18.4;;;;;;
REA;2021;910000272;CH D ARPAJON;910110014;REAADU;0;1699;104;104;0;1247;5;36;12;;;3.51;;;0.67;;;10.5;;;6.91;;;;;;0.88
REA;2021;910000272;CH D ARPAJON;910110014;SURVADU;10;1836;209;;;972;;;;2;2;1.07;0;3;0.14;12;0;2.1;8;0;1.38;;;;1;0;0.18
REA;2021;910000280;CH DOURDAN ETAMPES SITE DOURDAN;910019447;SURVADU;6;2190;211;;;1841;;;;2;;1.05;1;;0.2;9;;7.44;8;3;9.29;;;;2;;2
REA;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;REAADU;12;4843;473;479;18;4157;12;35;28;4;2;5.4;1;0;1;30;6;29.68;25;1;23.43;;;;0;0;0.75
REA;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SITOT;7;2555;560;;;2288;;;;;;;;;;;;;;;;;;;;;
REA;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;SURVENF;5;1711;544;;;1288;;;;;;;0;2;1.07;0;6;3.5;3;2;4.28;;;;;;
REA;2021;910000298;CH DES DEUX VALLEES SITE LONGJUMEAU;910110055;USIC;7;2555;560;;;2288;;;;;;;;;;0;2;1.43;1;0;1.5;;;;;;
REA;2021;910000306;CH D ORSAY;910110055;REAADU;0;2256;243;249;5;2356;14;35;56;6;0;5.33;;;;;;;;;;;;;;;0.08
REA;2021;910000306;CH D ORSAY;910110055;SITOT;7;2370;424;;;1790;;;;;;;;;;;;;;;;;;;;;
REA;2021;910000306;CH D ORSAY;910110055;SIUNV;7;2370;424;;;1790;;;;3;1;0.69;;;;1;1;1.8;1;;1;;;;;;
REA;2021;910000306;CH D ORSAY;910110055;SURVADU;2;614;49;;;160;;;;;;;1;;0.33;14;1;15.65;11;;11;;;;1;;1
REA;2021;910001973;CH DOURDAN ETAMPES SITE ETAMPES;910019447;REAADU;10;3650;292;295;8;4978;25;37;45;7;2;8.19;2;;0.76;33;1;28.54;25;1;21.83;;2;0.51;3;;2
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;AUTSI;8;2920;142;;;2012;;;;1;;1;;;;;;;;;;;;;;;
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;REAADU;22;8030;817;837;61;8315;7;39;33;2;1;2.3;2;0;2;60;10;62.14;52;0;50.05;0;0;0;2;0;2
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SITOT;32;11680;3079;;;10134;;;;;;;;;;;;;;;;;;;;;
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SIUNV;12;4380;1545;;;3836;;;;3;;3;;;;;;;;;;;;;;;
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SURVADU;8;2920;423;;;1440;;;;2;2;2;0;0;0;1;1;1.82;1;0;1;0;0;0;0;0;0
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;SURVENF;4;1460;835;;;1244;;;;1;;0.6;;;;;;;;;;;;;;;
REA;2021;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;910002773;USIC;12;4380;1392;;;4286;;;;1;2;3;1;0;1;16;0;16;11;0;11;0;0;0;1;0;1
REA;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;AUTSI;8;1140;48;;;354;;;;1;1;1.18;1;;0.13;4;1;4.27;3;;3.14;;1;0.23;;1;0.11
REA;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;REAADU;0;3240;169;176;5;2236;62;33;9;2;2;3.36;1;;0.37;10;4;12.15;7;1;8.9;;1;0.62;;1;0.31
REA;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SITOT;8;1140;48;;;354;;;;;;;;;;;;;;;;;;;;;
REA;2021;910150028;CENTRE HOSPITALIER DE BLIGNY;750811184;SURVADU;12;4380;146;;;4008;;;;1;1;1.8;;;0.5;9;41;12.55;8;60;11.28;;2;1.2;;1;0.4
REA;2021;910300011;HOP DE PARIS ESSONNE LES CHARMILLES;910025139;SURVADU;4;1348;4;;;41;;;;3;;1.5;1;2;1.8;11;3;3.81;7;;1.5;;;;1;;0.2
REA;2021;910300144;CMCO D EVRY;910000447;SURVADU;8;2920;684;;;2720;;;;;6;1;;;;2;4;5.6;7;;7.87;;;;;;
REA;2021;910300177;CLINIQUE DE L YVETTE;910000462;REAADU;4;1260;8;8;2;25;50;25;0;;7;1;;1;0.5;;4;2;0;4;2;0;0;0;0;0;0
REA;2021;910300177;CLINIQUE DE L YVETTE;910000462;SURVADU;10;3650;254;;;975;;;;;7;4;;1;0.5;6;2;7;5;2;6;0;0;0;0;0;0
REA;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;REAADU;28;10220;1297;1368;10;9730;21;35;185;6;4;10;2;;2;62;2;82.05;31;;43.46;;;;;;
REA;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;SITOT;16;5840;1166;;;4358;;;;;;;;;;;;;;;;;;;;;
REA;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;SURVADU;30;10950;1716;;;8346;;;;;;;;;;5;;4.2;;;;;;;;;
REA;2021;910300219;HOPITAL PRIVE JACQUES CARTIER;910003888;USIC;16;5840;1166;;;4358;;;;;;;;;;13;;12.42;10;;13.08;;;;;;
REA;2021;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;REAADU;8;2920;270;271;2;3770;22;34;42;2;0;2;1;0;1;12;0;12;8;0;8;1;0;1;2;0;2
REA;2021;910300300;HOPITAL PRIVE DU VAL D YERRES;910000538;SURVADU;8;2920;251;;;1960;;;;2;0;2;0;0;0;4;0;4;4;0;4;0;3;1;0;1;0.5
REA;2021;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;REAADU;15;5475;471;481;12;4506;7;34;70;4;;4;0;;0.4;24;;25.2;16;2;21;;;;;;
REA;2021;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;SITOT;12;4380;650;;;2704;;;;;;;;;;;;;;;;;;;;;
REA;2021;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;SURVADU;16;5840;1145;;;7388;;;;9;;9;;;1;5;;9.1;3;1;5.6;;;;;;
REA;2021;910803543;HOPITAL PRIVE CLAUDE GALIEN;910017615;USIC;12;4380;650;;;2704;;;;6;;6;1;;0.9;9;2;14;12;0;15.1;;;;;;
REA;2021;910805357;CLINIQUE DE L ESSONNE;910001643;SURVADU;6;2064;4;;;24;;;;;1;0.5;;;;1;;0.5;1;;0.5;;1;0.1;;;
REA;2021;920000460;CLCC RENE HUGUENIN INSTITUT CURIE;750813321;AUTSI;8;2920;91;;;1844;;;;5;2;1.77;;;;;;;;;;;;;;;
REA;2021;920000460;CLCC RENE HUGUENIN INSTITUT CURIE;750813321;SITOT;8;2920;91;;;1844;;;;;;;;;;;;;;;;;;;;;
REA;2021;920000577;CH DE NANTERRE;920110020;SITOT;6;2171;421;;;1747;;;;;;;;;;;;;;;;;;;;;
REA;2021;920000577;CH DE NANTERRE;920110020;SURVADU;6;2374;318;;;1529;;;;0;12;4.57;0;2;0.5;6;0;6;5;2;5.92;0;0;0;2;2;3.19
REA;2021;920000577;CH DE NANTERRE;920110020;USIC;6;2171;421;;;1747;;;;0;11;2.88;0;1;0.31;0;17;6.11;0;16;5.89;0;0;0;0;3;1.13
REA;2021;920000585;CH RIVES DE SEINE SITE NEUILLY S/SEINE;920026374;SURVADU;6;2190;383;;;1840;;;;3;;3;;;;4;25;8;5;18;6.2;;;;;1;1
REA;2021;920000635;HOPITAL SUISSE DE PARIS;920150026;SURVADU;4;1460;78;;;633;;;;2;;0.2;1;;0.1;2;;0.2;3;;0.3;;;;;1;0.08
REA;2021;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;750720468;REAADU;0;2064;203;207;4;1421;13;32;47;2;0;2;0;0;0;10;0;10;9;0;9;0;0;0;3;0;3
REA;2021;920000643;INSTITUT FRANCO BRITANNIQUE KLEBER;750720468;SURVADU;8;856;79;;;536;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2021;920000650;HOPITAL FOCH;920150059;AUTSI;12;4380;454;;;2720;;;;2;0;2;0;0;0;5;1;16.84;17;0;20.69;0;0;0;0;0;0.03
REA;2021;920000650;HOPITAL FOCH;920150059;REAADU;14;5107;701;742;59;6732;18;40;46;12;0;11.33;2;0;1.81;39;3;40.31;24;0;24.41;0;0;0;0;1;6.5
REA;2021;920000650;HOPITAL FOCH;920150059;SITOT;28;9738;1977;;;7432;;;;;;;;;;;;;;;;;;;;;
REA;2021;920000650;HOPITAL FOCH;920150059;SIUNV;8;2501;862;;;2163;;;;0;0;0;0;0;0.2;3;0;6.51;2;0;7.75;0;0;0;0;0;0
REA;2021;920000650;HOPITAL FOCH;920150059;SURVADU;39;14235;2486;;;14470;;;;0;0;0;0;0;0;22;5;23.67;1;0;0.16;0;0;0;0;0;0
REA;2021;920000650;HOPITAL FOCH;920150059;USIC;8;2857;661;;;2549;;;;0;3;2.34;1;0;0.4;10;0;9.43;2;0;2.45;0;0;0;0;0;0.8
REA;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;REAADU;23;8395;627;780;148;5465;27;27;30;8;2;11.29;7;1;4.58;35;1;38.04;28;1;31.87;;;;5;;6.16
REA;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;REAENF;16;5840;833;883;18;3737;20;;;4;3;11.23;4;;6.33;12;1;13.13;11;1;13.26;;;;2;;1.97
REA;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;SITOT;12;4380;989;;;2643;;;;;;;;;;;;;;;;;;;;;
REA;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;SURVADU;51;18615;1853;;;7579;;;;8;3;11.25;7;;4.55;32;1;38.06;26;;31.9;;;;6;1;6.18
REA;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;SURVENF;16;5840;1103;;;4253;;;;5;2;11.25;5;;6.3;11;1;13.1;11;1;13.2;;;;2;;1.7
REA;2021;920000684;HOPITAL MARIE LANNELONGUE;750150120;USIC;12;4380;989;;;2643;;;;7;2;11.2;2;;1.03;11;;9.83;15;1;14.1;;;;1;;1
REA;2021;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;REAADU;12;4380;761;785;60;3940;24;45;78;3;4;4.59;1;0;1.6;36;2;41.35;29;0;29.68;0;0;0.5;2;0;1.93
REA;2021;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;SITOT;10;3650;1029;;;3060;;;;;;;;;;;;;;;;;;;;;
REA;2021;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;SURVADU;14;4526;866;;;3565;;;;1;1;1;1;0;0.4;7;2;3.15;5;0;2.03;0;0;0.5;1;0;0.93
REA;2021;920100013;HU OUEST SITE AMBROISE PARE APHP;750712184;USIC;10;3650;1029;;;3060;;;;0;3;0.8;1;0;1;5;1;4.86;2;0;1.97;0;0;0.25;0;0;0
REA;2021;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;REAADU;15;5475;413;431;19;3660;6;34;57;6;0;6;1;0;1;40;3;40.16;23;0;23.24;0;0;0;2;0;2
REA;2021;920100021;HU PARIS SUD SITE ANTOINE BECLERE APHP;750712184;SURVADU;8;2920;398;;;1731;;;;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;3;0;3
REA;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;AUTSI;8;3100;510;;;4410;;;;9;;2.7;;;;;;;;;;;;;;;
REA;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;REAADU;31;11315;1177;1263;106;10866;18;32;60;;;;;;1;;;80.89;;;44.69;;;;;;4.54
REA;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;SITOT;8;3100;510;;;4410;;;;;;;;;;;;;;;;;;;;;
REA;2021;920100039;HU PARIS NORD SITE BEAUJON APHP;750712184;SURVADU;6;2190;886;;;1707;;;;;;;;;;;;16.55;;;16.53;;;;;;
REA;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;REAADU;12;4380;377;391;32;3441;34;39;15;3;3;4.5;26;0;29;;;;16;2;15;0;0;0;1;0;1
REA;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;SURVADU;5;1825;390;;;1171;;;;1;1;1.8;4;0;4;;;;3;1;4;0;0;0;0;0;0
REA;2021;920100047;HU PARIS NORD SITE LOUIS MOURIER APHP;750712184;SURVENF;4;1460;111;;;311;;;;4;;4;;;;;;;;;;;;;;;
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;AUTSI;8;2920;433;;;8;;;;1;1;0.56;1;0;1;1;1;1;5;4;7.8;3;0;1;1;1;0.32
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;REAADU;15;4050;469;494;54;4541;25;47;31;4;7;6.51;2;0;2;42;8;48.56;28;1;29.12;3;0;1;5;4;7.67
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;REAENF;10;3640;345;350;43;1913;41;;;3;4;4.97;0;;0;11;1;11.91;6;3;8.42;;;;3;1;3.8
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SITOT;14;3580;577;;;365;;;;;;;;;;;;;;;;;;;;;
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SIUNV;6;660;144;;;357;;;;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SURVADU;12;4024;547;;;6098;;;;0;6;1.81;0;0;0;1;3;2.7;4;1;4.8;3;0;1;1;1;1
REA;2021;920100054;HU PARIS SITE RAYMOND POINCARE APHP;750712184;SURVENF;10;3650;353;;;1870;;;;;2;1.3;1;;1;5;2;6.71;12;0;12;;;;4;1;4.5
REA;2021;920120011;HIA PERCY;750821092;AUTSI;12;4380;216;;;4573;;;;1;;1;;;;;;;;;;;;;;;
REA;2021;920120011;HIA PERCY;750821092;REAADU;14;5110;603;631;35;3661;13;40;82;18;5;14;46;1;36.5;42;1;33.5;21;;16.75;;;;11;;8.65
REA;2021;920120011;HIA PERCY;750821092;SITOT;20;7300;893;;;6768;;;;;;;;;;;;;;;;;;;;;
REA;2021;920120011;HIA PERCY;750821092;USIC;8;2920;677;;;2195;;;;1;;1;;;;9;;9;6;;6;;;;;;
REA;2021;920300043;HOPITAL PRIVE D ANTONY;920001526;REAADU;16;5840;282;286;4;4564;7;35;45;;4;4;;1;0.75;33;3;26.69;18;1;18.65;;;;6;1;6.52
REA;2021;920300043;HOPITAL PRIVE D ANTONY;920001526;SITOT;8;2920;408;;;2130;;;;;;;;;;;;;;;;;;;;;
REA;2021;920300043;HOPITAL PRIVE D ANTONY;920001526;SURVADU;51;18615;1592;;;12013;;;;;;;1;;1;41;2;37.35;22;1;22.75;;;;5;1;5.6
REA;2021;920300043;HOPITAL PRIVE D ANTONY;920001526;USIC;8;2920;408;;;2130;;;;;2;2;;1;0.25;8;0;8;5;1;5.34;;;;2;1;2.53
REA;2021;920300191;CLINIQUE MARCEL SEMBAT CCBB;920000767;SURVADU;2;668;43;;;100;;;;1;;0.5;;;;1;;0.5;1;;0.5;;;;;;
REA;2021;920300415;CLINIQUE LAMBERT;920000890;SURVADU;8;2920;202;;;882;;;;5;;5;2;;2;4;;4;4;;4;1;;1;0;;0
REA;2021;920300597;CLINIQUE DE MEUDON LA FORET;920000940;SURVADU;14;5110;793;;;6550;;;;9;2;5.5;;;;13;2;9.8;12;2;8.9;;;;;;
REA;2021;920300753;CLINIQUE CHIRURGICAL AMBROISE PARE;920810736;REAADU;16;5840;1353;1390;18;5898;22;28;151;4;;;1;;1.2;28;4;36.9;13;2;15.7;;;;;;
REA;2021;920300753;CLINIQUE CHIRURGICAL AMBROISE PARE;920810736;SITOT;8;2920;932;;;2267;;;;;;;;;;;;;;;;;;;;;
REA;2021;920300753;CLINIQUE CHIRURGICAL AMBROISE PARE;920810736;SURVADU;25;9125;2263;;;10939;;;;3;;;;1;0.5;9;;11.2;6;;7.8;;;;;;
REA;2021;920300753;CLINIQUE CHIRURGICAL AMBROISE PARE;920810736;USIC;8;2920;932;;;2267;;;;3;;;;1;0.5;7;2;7.6;3;;4;;;;;;
REA;2021;920300761;SAS CLINIQUE HARTMANN;920000973;SURVADU;10;3650;553;;;2764;;;;3;;;2;;2.06;11;6;13.83;11;9;15.19;;;;2;2;2.23
REA;2021;920300787;HOPITAL AMERICAIN;920000981;REAADU;8;2920;206;228;17;1969;3;34;56;;;;;1;0.5;12;7;14.37;4;2;5.42;;;;;;
REA;2021;920300787;HOPITAL AMERICAIN;920000981;SITOT;7;2555;468;;;1536;;;;;;;;;;;;;;;;;;;;;
REA;2021;920300787;HOPITAL AMERICAIN;920000981;SURVADU;4;1460;196;;;391;;;;;;;;1;0.5;5;1;5.5;;;;;;;1;;1
REA;2021;920300787;HOPITAL AMERICAIN;920000981;USIC;7;2555;468;;;1536;;;;;;;;;;4;;4;;;;;;;1;;1
REA;2021;920300936;CLINIQUE CHIRURGICALE DU VAL D OR;920006848;REAADU;10;3650;676;684;3;4885;23;27;103;;5;;1;;1;10;;11.2;8;;10.07;;;;;;
REA;2021;920300936;CLINIQUE CHIRURGICALE DU VAL D OR;920006848;SURVADU;12;3960;832;;;4939;;;;;2;;1;;1;4;;4.47;3;;4.29;;;;;;
REA;2021;930000286;GHI LE RAINCY MONTFERMEIL;930021480;REAADU;12;4380;405;416;27;3483;3;35;26;6;2;6.85;;;0.33;29;1;21.48;24;;19.28;;;;4;;3.24
REA;2021;930000286;GHI LE RAINCY MONTFERMEIL;930021480;SITOT;12;4380;1184;;;3302;;;;;;;;;;;;;;;;;;;;;
REA;2021;930000286;GHI LE RAINCY MONTFERMEIL;930021480;SURVADU;6;2190;164;;;635;;;;2;;1.1;1;;0.44;20;1;10.79;12;;8.18;;;;2;1;1.37
REA;2021;930000286;GHI LE RAINCY MONTFERMEIL;930021480;USIC;12;4380;1184;;;3302;;;;;4;1.3;1;;1;;28;12.5;;24;9.35;;;;1;11;3.65
REA;2021;930000302;CHI ANDRE GREGOIRE;930110036;REAADU;12;4030;431;437;20;3890;15;36;38;7;4;7.07;1;0;1.43;32;1;26.88;22;2;22.8;;;;2;1;2.83
REA;2021;930000302;CHI ANDRE GREGOIRE;930110036;SITOT;8;2920;907;;;2456;;;;;;;;;;;;;;;;;;;;;
REA;2021;930000302;CHI ANDRE GREGOIRE;930110036;SURVADU;3;1117;106;;;336;;;;2;2;1;;;;3;1;3.8;1;;0.55;;;;;;
REA;2021;930000302;CHI ANDRE GREGOIRE;930110036;USIC;8;2920;907;;;2456;;;;;8;1.95;;;;2;;2;3;;3;;;;;;
REA;2021;930000328;CH GENERAL DELAFONTAINE;930110051;REAADU;12;4380;695;738;56;6007;9;39;35;10;2;10.54;1;0;1;39;0;38.18;39;1;38.21;;;;15;2;13.62
REA;2021;930000328;CH GENERAL DELAFONTAINE;930110051;SITOT;8;2920;629;;;2667;;;;;;;;;;;;;;;;;;;;;
REA;2021;930000328;CH GENERAL DELAFONTAINE;930110051;SIUNV;8;2920;629;;;2667;;;;5;1;5.27;1;0;1;20;0;19.18;20;1;19.21;;;;7;1;6.62
REA;2021;930000328;CH GENERAL DELAFONTAINE;930110051;SURVADU;6;2022;0;;;0;;;;5;1;5.27;;;;19;0;19;19;0;19;;;;8;1;7
REA;2021;930000328;CH GENERAL DELAFONTAINE;930110051;SURVENF;4;1212;313;;;704;;;;1;0;1;4;0;3.03;;;;;;;;;;;;
REA;2021;930000336;CHI ROBERT BALLANGER;930110069;REAADU;12;4156;405;413;19;4418;6;46;34;9;8;8.1;1;;0.1;16;7;26.4;;15;15;;;;4;5;6.1
REA;2021;930000336;CHI ROBERT BALLANGER;930110069;SITOT;16;5680;1648;;;5460;;;;;;;;;;;;;;;;;;;;;
REA;2021;930000336;CHI ROBERT BALLANGER;930110069;SIUNV;8;2920;912;;;2653;;;;1;10;2.9;;;0.5;1;13;7.1;1;15;8.22;;;;3;7;4.7
REA;2021;930000336;CHI ROBERT BALLANGER;930110069;SURVADU;6;2079;147;;;443;;;;;;;;;;;33;10.6;1;10;5.05;;;;3;2;1.3
REA;2021;930000336;CHI ROBERT BALLANGER;930110069;SURVENF;4;1460;1141;;;1738;;;;;;1;;;;;5;2.3;1;7;3.4;;;;3;4;3.3
REA;2021;930000336;CHI ROBERT BALLANGER;930110069;USIC;8;2760;736;;;2807;;;;1;2;2.1;;;;0;21;7.3;;12;10.2;;;;2;2;2.8
REA;2021;930100037;HU PARIS SITE AVICENNE APHP;750712184;AUTSI;14;5110;174;;;4200;;;;;;;;;;;;;;;;;;;;;
REA;2021;930100037;HU PARIS SITE AVICENNE APHP;750712184;REAADU;16;5840;1234;1413;107;9413;14;24;169;8;8;10.28;2;0;2;55;0;47.2;26;29;29.16;1;;1;5;;5
REA;2021;930100037;HU PARIS SITE AVICENNE APHP;750712184;SITOT;14;5110;174;;;4200;;;;;;;;;;;;;;;;;;;;;
REA;2021;930100037;HU PARIS SITE AVICENNE APHP;750712184;SURVADU;16;5840;714;;;2656;;;;11;13;4.4;1;;1.5;16;;15.5;17;;17.4;;;;1;;0.71
REA;2021;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;REAADU;6;2190;281;282;15;1376;15;37;28;;;;;;;;;;;;;;;;;;
REA;2021;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;SURVADU;2;730;200;;;638;;;;1;;1;1;;0.8;12;;12.42;8;;8.08;;;;1;0;0.6
REA;2021;930100045;HU PARIS SITE JEAN VERDIER APHP;750712184;SURVENF;4;1280;561;;;1630;;;;1;;1;1;;0.3;8;1;8.1;3;1;3.8;;;;3;1;3.4
REA;2021;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;REAADU;9;3285;379;401;13;4192;16;41;58;;3;1.2;;1;1;19;;20;9;;9;;3;0.5;;;
REA;2021;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;SITOT;12;4084;673;;;2627;;;;;;;;;;;;;;;;;;;;;
REA;2021;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;SURVADU;7;2555;446;;;2845;;;;;3;1;;;;4;3;6;2;2;3;;3;0.5;;;
REA;2021;930300025;HOPITAL EUROPEEN LA ROSERAIE;930000393;USIC;12;4084;673;;;2627;;;;;3;1.1;;1;1;7;12;10;8;7;9;;3;0.5;;;
REA;2021;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;SITOT;12;4015;707;;;3811;;;;;;;;;;;;;;;;;;;;;
REA;2021;930300066;HOPITAL PRIVE DE L EST PARISIEN;930000401;SURVADU;12;4380;378;;;3655;;;;6;;5;;;;12;3;14.4;7;;6.82;;;;;;
