BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2021;680000577;CENTRE HOSPITALIER DE PFASTATT;680000411;1;5;5;0;59;0;;;;;;;1;404;34;;850;72;289;489;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;;1;2;1;;;;;;;;1.5;1;0.1;3;3;;1;1.1
PALIA;2021;680000684;HOPITAL LOUIS PASTEUR;680000973;1;21;0;0;27;1;1;6;118;;;0;1;518;37;18;360;59;43;257;551;0;72;60;1;1;;6;;3;;;1;1;;;;1;;;1.5;1.5;;5.71;;3.78;;;2;2;;1;1;;;1;;;1;2;2;;1;1;2;2;0.1;2.33;2;;1.25;1.25
PALIA;2021;680000692;HOP INTERCOM ENSISHEIM NEUF-BRISACH;680000981;1;2;2;;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000700;CENTRE HOSPITALIER DE GUEBWILLER;680001005;1;5;2;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000742;HOPITAL INTERCOMMUNAL DU VAL D'ARGENT;680001054;1;3;3;;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000767;HOPITAL INTERCOM DE SOULTZ ISSENHEIM;680001088;1;2;2;0;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680000833;HOPITAL DE RIBEAUVILLE;680001138;1;3;3;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680001328;CENTRE SSR MGEN ASS TROIS-EPIS;750005068;1;10;;;103;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680004546;HOPITAL EMILE MULLER;680020336;1;21;;;252;1;1;9;297;;;;1;722;;;228;2;7;219;643;;21;20;1;;;13;1;5;1;1;1;;1;;;;;2;1.59;;0.02;11.17;1;5.13;1;1.51;;;;1;1;;1;1;1;;;;;;;1;0.8;;0.07;1;1;;1;1.5
PALIA;2021;680004553;MAISON MEDICALE POUR PERSONNES AGEES;680020336;1;5;3;;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680007648;HAD CENTRE ALSACE;680007598;0;;;;;0;;;;;;;1;;0;0;554;;59;495;101;0;8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;5;1;;;;;;1;1;0.5;;;1;1;;0.4;1.2
PALIA;2021;680020088;GCS 3F - CLINIQUE DES TROIS FRONTIERES;680020062;1;4;;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;0.5;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;680020427;CENTRE DEPART. DE REPOS ET DE SOINS;680014495;1;3;;0;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690000013;CH MONTGELAS;690780036;1;5;0;0;106;0;;;;;;;1;728;19;7;198;0;151;47;302;0;14;6;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;;;2;1;1;;;;;1;1;0.65;0.65;0.1;1;1;;0.8;1.83
PALIA;2021;690000047;CH DE CONDRIEU GABRIEL MONTCHARMONT;690780069;1;3;0;0;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690000427;CTRE MEDICO-CHIR READAPT. LES MASSUES;750721334;0;;;;;1;1;10;187;;;20;1;94;32;11;418;237;100;68;479;0;0;17;2;1;1;11;1;8;;8;2;1;1;3;0;2;1;6;2.34;0.53;0.77;8.83;0.51;8.76;0.6;6.63;2;1;1;;;;;1;1;1;;2;1;;1;;1.81;1.02;0.25;1.17;0.87;;0.5;0.45
PALIA;2021;690000575;CH NORD OUEST - VILLEFRANCHE;690782222;0;;;;;0;;;;;;;1;4047;16;8;49;;;18;718;;26;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;4;;;2;;1.52;1.52;;2.8;;;1.26;1
PALIA;2021;690000583;CH DE BELLEVILLE;690782230;1;4;0;0;39;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;690000591;CH DE BEAUJEU;690782248;1;4;0;0;34;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2021;690000617;CH DE GRANDRIS;690782271;1;5;;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690000625;CH DE TARARE;690782271;1;3;;;42;0;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;0;;;0;;;;;0;;;0;;;;;0;;;;;;;;0;;;;;;;;0;;;;
PALIA;2021;690000773;CH DU MONT D'OR;690782925;1;5;0;0;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690000880;CENTRE LEON BERARD;690783220;1;20;;;373;0;;;;;;;1;2998;0;0;0;;;;801;8;12;58;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;2;2;;1;;1;1;0;0;0;;0;1;1.29;0.8;1;2;2;;0.41;0.31
PALIA;2021;690023411;HOPITAL PRIVE JEAN MERMOZ;690000252;1;20;0;0;283;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690041132;MEDIPOLE HOPITAL MUTUALISTE;690006598;1;2;2;;29;0;;;;;;;1;3131;2;2;941;937;3;1;873;4;32;8;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;2;2;2;2;;3;3;1.7;1.7;0.2;0.6;0.6;;2.3;0.2
PALIA;2021;690780366;CLINIQUE MEDICO-CHIRURGICALE CHARCOT;690000203;1;3;;;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690780390;POLYCLINIQUE LYON NORD;690000229;1;5;0;0;105;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690780648;CLINIQUE DE LA SAUVEGARDE;690036900;1;3;;;65;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);690000377;1;8;0;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690781026;SSR VAL ROSAY;690029723;1;7;7;0;51;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690783154;HOPITAL EDOUARD HERRIOT - HCL;690781810;1;4;0;0;8;1;1;12;214;;;8;1;886;0;4;353;353;0;0;604;8;246;85;2;;;;;;;;1;;;;;;;;1.5;0;0.5;8;4;8;0.5;0.7;1;;;;;;;;0;;;;;;;;1.6;0;0;1;;0;0.7;0
PALIA;2021;690784137;HOPITAL LYON SUD - HCL;690781810;1;12;;;86;1;1;12;358;;;16;1;2151;10;7;242;56;68;128;928;16;50;550;2;2;0;12;4;10;0;1;2;2;1;3;1;1;1;1;2.5;2.5;0.8;13.8;4.7;10.8;0.7;1.5;1;1;0;2;2;;1;0;2;2;1;1;1;;2;1;2.8;2.8;0.2;2.5;2.5;0;0.5;0.5
PALIA;2021;690784152;HOPITAL CROIX-ROUSSE - HCL;690781810;1;12;0;0;98;0;;;;;;;1;2562;9;1;155;13;61;81;703;12;213;50;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;2;2;;1;;;;;2;2;0;1.5;1;0;0.5;1
PALIA;2021;690784178;HOPITAL PIERRE WERTHEIMER - HCL;690781810;1;4;0;0;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690784186;HOPITAL LOUIS PRADEL - HCL;690781810;1;2;;;14;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690784194;HOPITAL DES CHARPENNES - HCL;690781810;1;2;0;0;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690788930;HAD SOINS ET SANTE LYON;690001623;0;;;;;0;;;;;;;1;21;12;0;691;0;18;673;231;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;0;0;1;;0;2;;;1;1;0.8;;0;1.6;;;0.6;0.6
PALIA;2021;690793468;INFIRMERIE PROTESTANTE;690002068;1;4;;;115;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;690805361;CH ST JOSEPH ST LUC;690805353;1;4;0;0;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;700000011;GH HAUTE SAONE SITE GRAY;700004591;1;3;;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;700000029;GH HAUTE SAONE SITE VESOUL;700004591;1;5;0;0;153;0;;;;;;;1;3754;12;5;91;15;29;47;687;0;32;16;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;1;;1;;;;2;2;1.7;;0.1;2;;;1.34;1
PALIA;2021;710006859;POLYCLINIQUE DU VAL DE SAONE;710000118;1;4;0;0;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710010067;CH DU PAYS CHAROLAIS BRIONNAIS;710780644;1;6;;;164;0;;;;;;;1;781;;;;;;;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;1;;;1;;1;;;0.91;;;0.25;0.5
PALIA;2021;710780917;HOPITAL PRIVE SAINTE MARIE;710000274;1;6;;;130;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978107;HOPITAL LOCAL CHAGNY;710781592;1;3;0;0;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978123;CH PAYS CHAROLAIS BRIONNAIS LA CLAYETT;710780644;1;2;;;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978131;CENTRE HOSPITALIER DU CLUNISOIS;710781089;1;3;;;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978156;CENTRE HOSPITALIER BRESSE LOUHANNAISE;710780214;1;3;;;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978180;CENTRE HOSPITALIER BELNAY;710781360;1;3;;;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978255;CH ALIGRE BOURBON LANCY;710781568;1;3;;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;710978263;CH WILLIAM MOREY CHALON SUR SAONE;710780958;1;6;;;111;0;;;;;;;1;6153;28;;651;;161;490;931;;2;709;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;;;;1;1;;;;;;4;1;1.86;;;3;;;1;1.2
PALIA;2021;710978289;CH LES CHANAUX MACON;710780263;0;;;;;1;1;10;171;;;;1;1613;13;6;775;103;167;505;527;0;0;16;2;;;5;;8;1;2;;;;5;;4;;2;0.9;;;7.37;;11.62;0.7;3.51;2;;;1;;;1;;;;;1;;;1;;0.5;;;1.39;;;1.2;
PALIA;2021;710978313;CENTRE HOSPITALIER JEAN BOUVERI;710976705;1;8;0;0;66;0;;;;;;;1;285;23;3;290;5;133;155;314;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;2;1;;;;1.85;;;0.75;0.46
PALIA;2021;710978347;HOTEL DIEU DU CREUSOT;570010181;1;5;2;0;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720000033;CENTRE HOSPITALIER DU MANS;720000025;1;13;0;0;204;0;;;;;;;1;1806;0;0;2;0;2;0;653;0;19;7;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;1;;;;1;;1;;;;3;2;1.25;1;0.2;2;1;;0.61;0.62
PALIA;2021;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;720000066;1;5;5;0;213;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720000249;CLINIQUE VICTOR HUGO;720000645;1;14;0;0;397;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720000389;CENTRE MEDICAL GEORGES COULON;720012749;1;10;10;0;90;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720000413;CENTRE SSR FRANÇOIS GALLOUEDEC PARIGNE;720008390;1;11;11;;73;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720000470;CENTRE HOSPITALIER MAMERS;610780082;1;12;12;;285;0;;;;;;;0;;;;;;;;;;;;1;;;;;;;;;;;9;;11;1;4;1;;;4.44;;5.71;0.54;1;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720000520;CENTRE HOSPITALIER ST CALAIS;720000140;1;3;;;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720001437;CH PAUL CHAPRON;720006022;1;2;0;0;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720016179;POLE SANTE SARTHE ET LOIR;720016724;1;2;0;0;28;0;;;;;;;1;478;2;0;112;0;10;102;155;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;1;1;0.4;;;0.9;;;0.2;0.6
PALIA;2021;720016823;SSR CENTRE MEDICAL GEORGES COULON;720012749;1;7;7;0;53;0;;;;;;;1;17;58;28;1064;60;61;943;260;0;491;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;1;2;1;1;1;;;1;;1.09;0.4;0.69;1.71;;;1.81;1.1
PALIA;2021;720016856;HAD DE LA SARTHE;720008390;1;10;;;425;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;720017748;CENTRE MEDICO CHIRURGICAL DU MANS;720000561;1;3;;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;730000031;CHMS CHAMBERY NH;730000015;1;4;;;24;1;1;10;135;;;8;1;830;26;2;65;;65;;423;;79;35;3;3;;8;;6;;1;1;1;1;5;;7;1;3;1.9;1.9;0.23;11.28;;9.83;0.5;1.56;3;3;;;;;;;2;2;1;2;;;1;1;2.3;2.3;0.23;0.97;;0;0.5;0.5
PALIA;2021;730000049;CH DE MOUTIERS;730002839;1;3;0;0;16;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;1;1;;1;;;;1;0.88;0.88;;1.75;;;;0.5
PALIA;2021;730000080;CH DE SAINT JEAN DE MAURIENNE;730780103;1;4;0;0;45;0;;;;;;;1;1805;5;1;186;0;144;42;285;0;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;2;;;2;;;1;1;1.2;;;1.41;;;1.16;0.75
PALIA;2021;730000098;CHMS AIX GRAND PORT;730000015;1;8;4;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;;;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;730000262;CH D'ALBERTVILLE;730002839;1;3;;;98;0;;;;;;;1;1394;1;;108;92;16;0;482;;25;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;0.5;0.05
PALIA;2021;730000270;CH MICHEL DUBETTIER;730780558;1;6;6;0;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730010048;1;10;0;0;196;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;730780475;SSR ARC EN CIEL - TRESSERVE;690029723;1;10;10;;81;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740000237;CH ANNECY-GENEVOIS SITE ANNECY;740781133;1;5;;;47;0;;;;;;;1;1814;26;9;70;18;37;15;424;20;105;13;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740000286;CH DUFRESNE SOMMEILLER;740781190;0;;;;;1;1;10;168;;;;0;;;;;;;;;;;;1;;1;5;;3;2;;;;;1;;3;;;1;;0.92;5.05;;5.35;0.75;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;740781133;0;;;;;0;;;;;;;1;1355;10;1;413;171;178;64;305;15;59;3;0;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740000328;HOPITAUX DU LEMAN;740790381;1;6;0;0;142;0;;;;;;;1;953;10;5;43;0;22;21;239;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;1;2;;;1;;0.24;;0.03;0.91;;;0.5;
PALIA;2021;740014345;HOPITAL PRIVE PAYS DE SAVOIE;740000617;1;6;;;156;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740014691;CENTRE CANCÉROLOGIE LES PRAZ DE L'ARVE;740780168;0;;;;;1;1;12;146;;;;0;;;;;;;;;;;;1;;1;4;;6;;;;;;2;;;2;;2.25;;0.69;5.84;;4.85;0.53;;1;;;1;;;;;;;;;;;1;1;1.12;;;1;;;0.3;0.3
PALIA;2021;740016696;SSR LA MARTERAYE SITE SEYNOD;690793195;1;9;9;;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740780143;ETAB. DE SS D'EVIAN MGEN CAMILLE BLANC;750005068;1;6;6;0;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740780424;CLINIQUE GENERALE D'ANNECY;740000120;1;6;;;100;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;740781141;CH ALPES LEMAN;740790258;1;6;0;0;223;0;;;;;;;1;1800;3;12;39;10;29;0;638;6;44;4;;;;;;;;;;;;;;;;;;;;;;;;;2;;0;0;0;1;0;0;3;;0;2;0;0;1;2;1.99;;0;1.1;0;1;0.5;0.49
PALIA;2021;740781224;HOPITAUX DU MONT BLANC SITE SALLANCHES;740001839;1;6;;;75;0;;;;;;;1;1025;4;0;53;3;19;31;1194;0;76;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;0.5;0.96;0.52;;;
PALIA;2021;750000549;HOPITAL FONDATION A DE ROTHSCHILD;750150229;0;;;;;0;;;;;;;1;3726;;;;;;;1278;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;1;;;1;1;4;;;;;;;;5.2;;;1;;;1;1
PALIA;2021;750041543;HU PARIS NORD SITE BRETONNEAU APHP;750712184;0;;;;;1;1;20;278;;;;1;50;0;0;0;;;;70;;10;7;;;;;;;;;;;;;;;;;5.2;;1;19.6;;20;2;1;;;;;;;;;2;1;;;;;;;0.2;0.1;;;;;0.1;0.1
PALIA;2021;750100042;HU SAINT LOUIS SITE LARIBOISIERE APHP;750712184;1;4;;;50;0;;;;;;;1;1759;;;;;;;511;;31;152;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;1;;;;;;;;;1;;;2;;;;0.7
PALIA;2021;750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;750712184;1;15;;;380;0;;;;;;;1;3058;;1;;;;;745;;48;136;;;;;;;;;;;;;;;;;;;;;;;;;2;;;3;;;1;;;;;0;;;;1;1.9;;;3;;;1;0.5
PALIA;2021;750100083;HU EST PARISIEN SITE ROTHSCHILD APHP;750712184;0;;;;;0;;;;;;;1;450;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;1;;;;;;;;;;0.15;0.15;0;1;;;0.5;
PALIA;2021;750100091;HU EST PARISIEN SITE ST ANTOINE APHP;750712184;1;17;;;382;0;;;;;;;1;1273;;;;;;;859;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;5;;3;1;;1;;;;;;;;1;;;5;;3;1;
PALIA;2021;750100109;HU EST PARISIEN SITE TROUSSEAU APHP;750712184;1;5;;5;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2021;750100125;HU PITIE SALPETRIERE APHP;750712184;1;27;;;607;0;;;;;;;1;9685;;;;;;;996;;200;370;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;4;3;1;1;;0;0;1;;;;;;4;4;0.2;4;3;1;1;
PALIA;2021;750100166;HU PARIS CENTRE SITE COCHIN APHP;750712184;1;19;;;496;0;;;;;;;1;9484;0;1;0;;;;914;;139;99;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;1;;;;1;1;;;2;;;;;4.41;;0.1;2.83;;;;1
PALIA;2021;750100208;HU NECKER ENFANTS MALADES APHP;750712184;0;;;;;0;;;;;;;1;5728;;;10;;;10;639;0;110;137;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;2;0;0;1;0;2;2;1;0;0;0;0;1;2.3;0.9;0.1;2.2;0;0;1;0.5
PALIA;2021;750100216;HU PARIS OUEST SITE VAUGIRARD APHP;750712184;0;;;;;0;;;;;;;1;743;;1;;;;;106;0;90;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;1;2;0.2;0.2;0.1;0.5;;;0.3;0.1
PALIA;2021;750100232;HU PARIS NORD SITE BICHAT APHP;750712184;1;16;0;0;72;0;;;;;;;1;2893;0;0;0;0;0;0;662;12;32;38;;;;;;;;;;;;;;;;;;;;;;;;;0;;;2;;0;0;2;3;3;;1;1;0;1;0;1.8;1.8;;2.6;0.6;0;0.5;2
PALIA;2021;750100273;HU EST PARISIEN SITE TENON APHP;750712184;1;11;;;369;0;;;;;;;1;2683;;;;;;;333;;10;5;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;1;;;;1;1;1;;;;2;1;1.5;1.5;0.2;2;1;;1.1;0.5
PALIA;2021;750100299;HU PARIS IDF SITE SAINTE PERINE APHP;750712184;0;;;;;1;1;10;170;;;;1;1096;;;;;;;203;;;;1;;1;9;;11;1;1;3;;;;;;;;2.5;;0.9;9.7;;10.33;0.8;0.8;1;;1;1;;;1;1;1;;;;;;;;0.4;;0.1;0.7;;;0.2;0.2
